"product_link","product_img","product_name","product_price","product_slash_price","product_discount","product_price_discount","product_rating","product_sales"
"https://www.tokopedia.com/asus/asus-rog-ally-rc71l-r2rada6w-amd-ryzen-z1-extreme-amd-radeon-graphics-16gb-512gb-7inch-win11?extParam=src%3Dshop%26whid%3D2383689","https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/9/30/6694ca3f-5e0d-43ee-b0bc-b5e7bb81d496.jpg","ASUS ROG Ally - RC71L-R2RADA6W [AMD Ryzen Z1 Extreme / AMD Radeon Graphics / 16GB / 512GB / 7inch / WIN11]","Rp8.099.000","Rp8.399.000","4%","Diskon 809,9rb","5.0","30+ terjual"
"https://www.tokopedia.com/asus/asus-vivobook-s-14-oled-m5406ua-oled752-neutral-black-amd-ryzen-7-8845hs-amd-radeon-graphics-16gb-512gb-14inch-win11-ohs?extParam=src%3Dshop%26whid%3D2383689","https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/6/24/fc5fc218-61a2-400d-a9e7-ec7dbe85fedd.jpg","ASUS Vivobook S 14 OLED M5406UA-OLED752 - Neutral Black [AMD Ryzen 7 8845HS / AMD Radeon Graphics / 16GB / 512GB / 14inch / WIN11 / OHS]","Rp13.499.000","Rp14.299.000","6%","Diskon 1,2jt","5.0","22 terjual"
"https://www.tokopedia.com/asus/asus-zenbook-14-oled-ux3405ma-oleds714t-foggy-silver-intel-core-ultra-7-processor-155h-intel-arc-graphics-32gb-1tb-14inch-win11-ohs?extParam=src%3Dshop%26whid%3D2383689","https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/2/28/c21a9fb7-2de9-4f39-9088-1499d41b5bb3.jpg","ASUS Zenbook 14 OLED UX3405MA-OLEDS714T - Foggy Silver [Intel Core Ultra 7 Processor 155H / Intel Arc Graphics / 32GB / 1TB / 14inch / WIN11 / OHS","Rp22.299.000","Rp23.299.000","4%","Diskon 1,2jt","4.9","26 terjual"
"https://www.tokopedia.com/asus/asus-vivobook-s-15-oled-s5507qa-oledsh11m-cool-silver-snapdragon-x-elite-x1e-78-100-qualcomm-adreno-gpu-32gb-1tb-15-6inch-win11-ohs?extParam=src%3Dshop%26whid%3D2383689","https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/8/6/30a52ac9-cf91-47b5-b4aa-5b1fd99cd639.jpg","ASUS Vivobook S 15 OLED S5507QA-OLEDSH11M - Cool Silver [Snapdragon X Elite X1E 78 100 / Qualcomm Adreno GPU / 32GB / 1TB / 15.6inch / WIN11 / OHS]","Rp23.999.000","Rp24.999.000","4%","Diskon 1,2jt","5.0","11 terjual"
"https://www.tokopedia.com/asus/asus-vivobook-a416mao-fhd427-slate-grey-intel-celeron-n4020-intel-uhd-graphics-600-8gb-256gb-14inch-win11-ohs?extParam=src%3Dshop%26whid%3D2383689","https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/7/10/0268263e-599f-4615-b424-29eb78e7e236.jpg","ASUS Vivobook A416MAO-FHD427 - Slate Grey [Intel Celeron N4020 / Intel UHD Graphics 600 / 8GB / 256GB / 14inch / WIN11 / OHS]","Rp4.669.000","Rp5.049.000","8%","Diskon 466,9rb","5.0","100+ terjual"
"https://www.tokopedia.com/asus/asus-vivobook-s14-flip-oled-tp3402va-oleds554t-cool-silver-intel-core-i5-13500h-intel-iris-xe-graphics-16gb-512gb-14inch-win11-ohs?extParam=src%3Dshop%26whid%3D2383689","https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/7/9/f82e7c22-1325-4b7d-a970-674703b306fe.png","ASUS Vivobook S14 Flip OLED TP3402VA-OLEDS554T - Cool Silver [Intel Core i5-13500H / Intel Iris Xe Graphics / 16GB / 512GB / 14inch / WIN11 / OHS]","Rp14.599.000","Rp15.399.000","5%","Diskon 1,2jt","5.0","9 terjual"
"https://www.tokopedia.com/asus/asus-vivobook-14-a1404va-vips558-quiet-blue-intel-core-i5-1335u-intel-iris-xe-graphics-16gb-512gb-14inch-win11-ohs?extParam=src%3Dshop%26whid%3D2383689","https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/8/22/fff0bab1-cedb-4af2-92cb-cfc287de8c5d.png","ASUS Vivobook 14 A1404VA-VIPS558 - Quiet Blue [Intel Core i5-1335U / Intel Iris Xe Graphics / 16GB / 512GB / 14inch / WIN11 / OHS]","Rp9.248.660","Rp10.399.000","11%","Diskon 924,8rb","5.0","24 terjual"
"https://www.tokopedia.com/asus/asus-tuf-gaming-a15-fa506nfr-r725b1t-om-graphite-black-amd-ryzen-7-7435hs-nvidia-geforce-rtx-2050-8gb-512gb-15-6inch-win11-ohs?extParam=whid%3D2383689%26src%3Dshop","https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/9/27/9ee143d7-5638-4665-9e6f-e3135797a1d6.jpg","ASUS TUF Gaming A15 FA506NFR-R725B1T-OM - Graphite Black [AMD Ryzen 7 7435HS / NVIDIA GeForce RTX 2050 / 8GB / 512GB / 15.6inch / WIN11 / OHS]","Rp10.621.060","Rp12.199.000","13%","Diskon 1jt","5.0","7 terjual"
"https://www.tokopedia.com/asus/asus-zenbook-duo-ux8406ma-oleds921-inkwell-gray-intel-core-ultra-9-processor-185h-intel-arc-graphics-32gb-2tb-14inch-touch-win11-ohs?extParam=src%3Dshop%26whid%3D2383689","https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/7/5/0e9bd998-2e2f-4c99-bb56-6a545566fe63.jpg","ASUS Zenbook DUO UX8406MA-OLEDS921 - Inkwell Gray [Intel Core Ultra 9 Processor 185H / Intel Arc Graphics / 32GB / 2TB / 14inch Touch / WIN11 / OHS]","Rp35.899.000","Rp36.899.000","3%","Diskon 1,2jt","5.0","18 terjual"
"https://www.tokopedia.com/asus/add-on-ram-8gb-asus-tuf-gaming-a15-fa506nfr-r725b1t-om-graphite-black-amd-ryzen-7-7435hs-nvidia-geforce-rtx-2050-8gb-512gb-15-6inch-win11-ohs?extParam=src%3Dshop%26whid%3D2383689","https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/12/6/ed7d9c21-4dd7-496f-8a30-47af1d4d98d9.jpg","[ADD ON RAM 8GB] ASUS TUF Gaming A15 FA506NFR-R725B1T-OM - Graphite Black [AMD Ryzen 7 7435HS / NVIDIA GeForce RTX 2050 / 8GB / 512GB / 15.6inch / WIN11 / OHS]","Rp11.359.000","Rp12.359.000","8%","Diskon 1,1jt","",""
